0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	Moti	27.00
Střih	Číslo výrobku	EAN	Název	Typ výrobku	Provedení	S	MJ	Počet	Orintace	RAL	Barva základní části	Vzor	RAL	Barva dna, kapsy	Vzor	Typ	Materiál	Délka (m)	Šířka (mm)	Barva			Uchycení			NC-P	PC-P
008	008-05-01/0007	8595700102472	EMA	Kabelka	0007	A	ks	2	Vodorovně	9010	Čistě bílá		7035	Světle šedá		Ucha	Kůže	0,7	12	8017	Čokoládová hnědá		Sedlářský nýt - šroubovací	City	Průchodka kulatá - nikl	1121.85	1793.39
008	008-05-01/0008	8595700102489	EMA	Kabelka	0008	A	ks	2	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	9005	Černá		Sedlářský nýt - šroubovací	City	Průchodka kulatá - nikl	1121.85	1793.39
008	008-05-01/0009	8595700102496	EMA	Kabelka	0009	A	ks	2	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	3028	Červená		Sedlářský nýt - šroubovací	City	Průchodka kulatá - nikl	1121.85	1793.39
008	008-05-01/0010	8595700102502	EMA	Kabelka	0010	A	ks	2	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	2011	Medová		Sedlářský nýt - šroubovací	City	Průchodka kulatá - nikl	1121.85	1793.39
008	008-05-01/0011	8595700102519	EMA	Kabelka	0011	A	ks	2	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	1017	Přírodní		Sedlářský nýt - šroubovací	City	Průchodka kulatá - nikl	1121.85	1793.39
008	008-05-01/0012	8595700102526	EMA	Kabelka	0012	A	ks	2	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	5003	Modrá		Sedlářský nýt - šroubovací	City	Průchodka kulatá - nikl	1121.85	1793.39
008	008-05-01/0013	8595700102533	EMA	Kabelka	0013	A	ks	2	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	8017	Čokoládová hnědá		Sedlářský nýt - šroubovací	City	Průchodka kulatá - nikl	1121.85	1793.39
008	008-05-01/0014	8595700102540	EMA	Kabelka	0014	A	ks	2	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	3028	Červená		Sedlářský nýt - šroubovací	Hanunka - tištěná	Průchodka kulatá - nikl	1144.62	1830.58
008	008-05-01/0015	8595700102557	EMA	Kabelka	0015	A	ks	2	Vodorovně	8023	Hnědooranžová		9005	Černá		Ucha	Kůže	0,7	12	9005	Černá		Sedlářský nýt - šroubovací	Hanunka - tištěná	Průchodka kulatá - nikl	1144.62	1830.58
008	008-05-01/0016	8595700102564	EMA	Kabelka	0016	A	ks	2	Vodorovně	9010	Čistě bílá		9005	Černá		Ucha	Kůže	0,75	15	9005	Černá		Sedlářský nýt - šroubovací	Hanunka - tištěná	Nikl	1144.62	1830.58
008	008-05-01/0017	8595700102571	EMA	Kabelka	0017	A	ks	2	Vodorovně	9010	Čistě bílá		6002	Listová zelená		Ucha	Kůže	0,7	12	6025	Zelená		Opaskový šroubek	Hanunka - tištěná	Nikl	1144.62	1830.58
008	008-05-01/0018	8595700102588	EMA	Kabelka	0018	A	ks	2	Vodorovně	9010	Čistě bílá		7035	Světle šedá		Ucha	Kůže	0,7	12	3028	Červená		Sedlářský nýt - šroubovací	Hanunka - tištěná	nikl	1144.62	1830.58
008	008-05-01/0019	8595700102595	EMA	Kabelka	0019	A	ks	2	Vodorovně	9010	Čistě bílá		7035	Světle šedá		Ucha	Kůže	0,7	12	9005	Černá		Opaskový šroubek	Hanunka - tištěná	nikl	1144.62	1830.58
008	008-05-01/0020	8595700102601	EMA	Kabelka	0020	A	ks	3	Vodorovně	8023	Hnědooranžová		9005	Černá		Ucha	Kůže	0,7	12	8002	Signální hnědá		Opaskový šroubek	3 barvy - pruhy stejně široké	nikl	1074.55	1719.01
008	008-05-01/0021	8595700102618	EMA	Kabelka	0021	A	ks	3	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	7024	Grafitová šedá		Opaskový šroubek	3 barvy - pruhy stejně široké	nikl	1074.55	1719.01
008	008-05-01/0022	8595700102625	EMA	Kabelka	0022	A	ks	2	Vodorovně	9010	Čistě bílá		8028	Zemní hnědá		Ucha	Kůže	0,7	12	8012	Červenohnědá		Opaskový šroubek	City	nikl	1144.62	1793.39
008	008-05-01/0023	8595700102632	EMA	Kabelka	0023	A	ks	3	Vodorovně	8028	Zemní hnědá		9010	Čistě bílá		Ucha	Bavlna	0,7	25	9001	Krémová		4 karabiny	3 barvy - pruhy stejně široké, černé dno + tajga + bílá	nikl	1074.55	1719.01
008	008-05-01/0024	8595700102649	EMA	Kabelka	0024	A	ks	2	Vodorovně	9010	Čistě bílá		9005	Černá		Ucha	Kůže	0,7	12	9005	Černá		Opaskový šroubek	Hanunka - tištěná	Nikl	1144.62	1830.58
008	008-05-01/0025	8595700102656	EMA	Kabelka	0025	A	ks	1	 -	9005	Černá			- 		Ucha	Kůže	0,7	12	1017	Přírodní		čtverečková spona + opaskový šroubek	- 	Nikl	1058.34	1690.08
008	008-05-01/0026	8595700102663	EMA	Kabelka	0026	A	ks	1	 -	8001	Okrová hnědá			- 		Ucha	Kůže	0,7	12	8012	Červenohnědá		čtverečková spona + opaskový šroubek	- 	Nikl	1058.34	1690.08
008	008-05-01/0027	8595700102670	EMA	Kabelka	0027	A	ks	1	 -	7035	Světle šedá			- 		Ucha	Kůže	0,7	12	7024	Grafitová šedá		čtverečková spona + opaskový šroubek	- 	Nikl	1058.34	1690.08
008	008-05-01/0028	8595700102687	EMA	Kabelka	0028	A	ks	1	 -	6008	Hnědozelená			- 		Ucha	Kůže	0,7	12	1017	Přírodní		čtverečková spona + opaskový šroubek	- 	Nikl	1058.34	1690.08
008	008-05-01/0029	8595700102694	EMA	Kabelka	0029	A	ks	1	 -	8023	Hnědooranžová			- 		Ucha	Kůže	0,7	12	5003	Safírová modrá		čtverečková spona + opaskový šroubek	- 	Nikl	1058.34	1690.08
008	008-05-01/0030	8595700102700	EMA	Kabelka	0030	A	ks	1	 -	8024	Hnědobéžová			- 		Ucha	Kůže	0,7	12	9005	Černá		čtverečková spona + opaskový šroubek	- 	Nikl	1058.34	1690.08
008	008-05-01/0031	8595700102717	EMA	Kabelka	0031	A	ks	1	 -	7035	Světle šedá			- 		Ucha	Kůže	0,7	12	7024	Grafitová šedá		průchodka + sedlářský šroubek	City ve stejné barvě	Nikl	1144.62	1793.39
008	008-05-01/0032	8595700102724	EMA	Kabelka	0032	A	ks	2	Svisle	7035	Světle šedá		9010	Čistě bílá		Ucha	Kůže	0,7	12	7024	Grafitová šedá		průchodka + sedlářský šroubek	City šedé domky na bílém podkladu	Nikl	1144.62	1793.39
008	008-05-01/0033	8595700102731	EMA	Kabelka	0033	A	ks	1	 -	6008	Hnědozelená			- 		Ucha	Kůže	0,7	12	8012	Červenohnědá		průchodka + sedlářský šroubek	City ve stejné barvě	Nikl	1144.62	1793.39
008	008-05-01/0034	8595700102748	EMA	Kabelka	0034	A	ks	1	 -	8001	Okrová hnědá			- 		Ucha	Kůže	0,7	12	8012	Červenohnědá		průchodka + sedlářský šroubek	City ve stejné barvě	Nikl	1144.62	1793.39
008	008-05-01/0035	8595700102755	EMA	Kabelka	0035	A	ks	1	 -	8024	Hnědobéžová			- 		Ucha	Kůže	0,7	12	1017	Přírodní		průchodka + sedlářský šroubek	City ve stejné barvě	Nikl	1144.62	1793.39
008	008-05-01/0036	8595700102762	EMA	Kabelka	0036	A	ks	1	 -	8023	Hnědooranžová			- 		Ucha	Kůže	0,7	12	8017	Čokoládová hnědá		průchodka + sedlářský šroubek	City ve stejné barvě	Nikl	1144.62	1793.39
008	008-05-01/0037	8595700102779	EMA	Kabelka	0037	A	ks	2	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	7024	Grafitová šedá		Sedlářský nýt - šroubovací	City	Průchodka kulatá - nikl	1144.62	1793.39
008	008-05-01/0038	8595700102786	EMA	Kabelka	0038	A	ks	1	 -	9005	Černá			- 		Ucha	Kůže	0,7	12	1017	Přírodní		Průchodka + sedlářský nýtek	City ve stejné barvě	Nikl	1144.62	1793.39
008	008-05-01/0039	8595700102793	EMA	Kabelka	0039	A	ks	3	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	9005	Černá		Opaskový šroubek	3 barvy, shora: šedá, smetanová, černá - pruhy stejně široké	nikl	1074.55	1719.01
008	008-05-01/0040	8595700102809	EMA	Kabelka	0040	A	ks	3	Vodorovně	8001	Okrová hnědá		9005	Černá		Ucha	Kůže	0,7	12	9005	Černá		Opaskový šroubek	3 barvy, shora: sahara, smetanová, černá - pruhy stejně široké	nikl	1074.55	1719.01
008	008-05-01/0041	8595700102816	EMA	Kabelka	0041	A	ks	3	Vodorovně	7035	Světle šedá		9005	Černá		Ucha	Kůže	0,7	12	9005	Černá		Opaskový šroubek	3 barvy, shora: šedá, tmavá skořice, černá - pruhy stejně široké	nikl	1074.55	1719.01
008	008-05-01/0042	8595700102823	EMA	Kabelka	0042	A	ks	2	Vodorovně	8028	Zemní hnědá		9005	Černá		Ucha	Kůže	0,7	12	9005	Černá		Průchodka + sedlářský nýtek	Potisk DESIGN-ALI ve spodním okraji vodorovně	nikl	1144.62	1793.39
009	009-05-01/0001	8595700102830	ANTONÍN	Pánská taška	0001	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh	Bavlna	1,5	30	9005	Černá		Karabiny	Přední klopa	Zavírání trojzubec - plast / kov	757.99	1181.82
010	010-05-01/0001	8595700102847	MARIE	Kabelka	0001	A	ks	1	 -	8001	Okrová hnědá		 	 -	 -	Popruh 2ks	Bavlna	0,7	25	9005	Černá		Šité - čtverečky, roztřepené konce popruhů	Hohrní přehyb (lem), bez vnitřního vypracování	 - 	517.66	1020.66
010	010-05-01/0002	8595700102854	MARIE	Kabelka	0002	A	ks	1	 -	7035	Světle šedá		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	25	7036	Platinová šedá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 - 	517.66	1020.66
010	010-05-01/0003	8595700102861	MARIE	Kabelka	0003	A	ks	1	 -	8001	Okrová hnědá		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	25	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 - 	517.66	1020.66
010	010-05-01/0004	8595700102878	MARIE	Kabelka	0004	A	ks	1	 -	8001	Okrová hnědá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0005	8595700102885	MARIE	Kabelka	0005	A	ks	1	 -	8028	Zemní hnědá		 	 -	 -	Popruh 2ks	Bavlna	0,9	25	9005	Černá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 -	517.66	1020.66
010	010-05-01/0006	8595700102892	MARIE	Kabelka	0006	A	ks	1	 -	7035	Světle šedá		 	 -	 -	Popruh 2ks	Bavlna	0,9	25	5003	Safírová modrá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 -	517.66	1020.66
010	010-05-01/0007	8595700102908	MARIE	Kabelka	0007	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 2ks	Bavlna	0,9	20	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 -	517.66	1020.66
010	010-05-01/0008	8595700102915	MARIE	Kabelka	0008	A	ks	1	 -	8001	Okrová hnědá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9001	Krémová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0009	8595700102922	MARIE	Kabelka	0009	A	ks	1	 -	8023	Hnědooranžová		 	 -	 -	Šitý popruh riflovina, Popruh 1ks	Bavlna	1,4	40	5008	Šedomodrá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0010	8595700102939	MARIE	Kabelka	0010	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9001	Krémová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, přední šev	Nikl	517.66	1020.66
010	010-05-01/0011	8595700102946	MARIE	Kabelka	0011	A	ks	1	 -	8028	Zemní hnědá		 	 -	 -	Šitý popruh světlá zelená, Popruh 1ks	Bavlna	1,4	40	6021	Bledězelená		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0012	8595700102953	MARIE	Kabelka	0012	A	ks	1	 -	7035	Světle šedá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, nýty 2ks	nikl	517.66	1020.66
010	010-05-01/0013	8595700102960	MARIE	Kabelka	0013	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, prošití černá	Nikl	517.66	1020.66
010	010-05-01/0014	8595700102977	MARIE	Kabelka	0014	A	ks	1	 -	9005	Černá		 	 -	 -	Šitý popruh černo-smetanový proužek, Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, prošití černá	nikl	517.66	1020.66
010	010-05-01/0015	8595700102984	MARIE	Kabelka	0015	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Popruh 2ks	Bavlna	0,9	25	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	nikl	517.66	1020.66
010	010-05-01/0016	8595700102991	MARIE	Kabelka	0016	A	ks	1	 -	8028	Zemní hnědá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9001	Krémová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0017	8595700103004	MARIE	Kabelka	0017	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9001	Krémová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0018	8595700103011	MARIE	Kabelka	0018	A	ks	1	 -	8001	Okrová hnědá		 	 -	 -	Popruh 2ks	Bavlna	0,7	25	9005	Černá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 - 	517.66	1020.66
010	010-05-01/0019	8595700103028	MARIE	Kabelka	0019	A	ks	1	 -	7035	Světle šedá		 	 -	 -	Šitý popruh riflovina, Popruh 1ks	Bavlna	1,4	40	5008	Šedomodrá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, přední šev	nikl	517.66	1020.66
010	010-05-01/0020	8595700103035	MARIE	Kabelka	0020	A	ks	1	 -	6008	Hnědozelená		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9001	Krémová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, přední šev	Nikl	517.66	1020.66
010	010-05-01/0021	8595700103042	MARIE	Kabelka	0021	A	ks	1	 -	7035	Světle šedá		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	25	9005	Černá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 -	517.66	1020.66
010	010-05-01/0022	8595700103059	MARIE	Kabelka	0022	A	ks	1	 -	6008	Hnědozelená		 	 -	 -	Popruh 2ks	Bavlna	0,9	20	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 -	517.66	1020.66
010	010-05-01/0023	8595700103066	MARIE	Kabelka	0023	A	ks	1	 -	8001	Okrová hnědá		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	25	5003	Safírová modrá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 - 	517.66	1020.66
010	010-05-01/0024	8595700103073	MARIE	Kabelka	0024	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0025	8595700103080	MARIE	Kabelka	0025	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	20	8014	Sépiová hnědá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0026	8595700103097	MARIE	Kabelka	0026	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9001	Krémová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0027	8595700107859	MARIE	Kabelka	0052	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, přední šev, prošití černá	Nikl	517.66	1020.66
010	010-05-01/0028	8595700103103	MARIE	Kabelka	0028	A	ks	1	 -	8023	Hnědooranžová		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9001	Krémová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0029	8595700103110	MARIE	Kabelka	0029	A	ks	1	 -	8023	Hnědooranžová		 	 -	 -	Popruh 2ks	Bavlna	0,9	20	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0030	8595700103127	MARIE	Kabelka	0030	A	ks	1	 -	8028	Zemní hnědá		 	 -	 -	Popruh 2ks	Bavlna	0,9	20	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0031	8595700103134	MARIE	Kabelka	0031	A	ks	1	 -	6008	Hnědozelená		 	 -	 -	Popruh 2ks	Bavlna	0,9	20	9005	Černá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 -	517.66	1020.66
010	010-05-01/0032	8595700103141	MARIE	Kabelka	0032	A	ks	1	 -	7035	Světle šedá		 	 -	 -	Popruh 2ks	Bavlna	0,9	25	7036	Platinová šedá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	 - 	517.66	1020.66
010	010-05-01/0033	8595700103158	MARIE	Kabelka	0033	A	ks	1	 -	9005	Černá		 	 -	 -	Šitý popruh černošedé květy, Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, prošití černá	nikl	517.66	1020.66
010	010-05-01/0034	8595700103165	MARIE	Kabelka	0034	A	ks	1	 -	8001	Okrová hnědá		 	 -	 -	Popruh 2ks	Bavlna	0,9	25	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0035	8595700103172	MARIE	Kabelka	0035	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	25	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	nikl	517.66	1020.66
010	010-05-01/0036	8595700103189	MARIE	Kabelka	0036	A	ks	1	 -	8028	Zemní hnědá		 	 -	 -	Splétaný popruh 1ks	Bavlna	1,4	40	8017	Čokoládová hnědá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, přední šev	Nikl	517.66	1020.66
010	010-05-01/0037	8595700103196	MARIE	Kabelka	0037	A	ks	1	 -	8023	Hnědooranžová		 	 -	 -	Šitý popruh černo-smetanový proužek, Popruh 1ks	Bavlna	1,4	40	9005	Černá			Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0038	8595700103202	MARIE	Kabelka	0038	A	ks	1	 -	8028	Zemní hnědá		 	 -	 -	Splétaný popruh 2ks	Bavlna	1,4	25	 	Více barevný	 -	Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0039	8595700103219	MARIE	Kabelka	0039	A	ks	1	 -	9005	Černá		 	 -	 -	Splétaný popruh 2ks	Bavlna	1,4	20	9005	Černá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0040	8595700103226	MARIE	Kabelka	0040	A	ks	1	 -	6008	Hnědozelená		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	20	9001	Krémová		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0041	8595700103233	MARIE	Kabelka	0041	A	ks	1	 -	6008	Hnědozelená		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	6008	Hnědozelená		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0042	8595700103240	MARIE	Kabelka	0042	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	5003	Safírová modrá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl	517.66	1020.66
010	010-05-01/0043	8595700103257	MARIE	Kabelka	0043	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	7036	Platinová šedá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, přední šev	Nikl	517.66	1020.66
010	010-05-01/0044	8595700103264	MARIE	Kabelka	0044	A	ks	1	 -	8028	Zemní hnědá		 	 -	 -	Šitý popruh hnědý IKEA, Popruh 1ks	Bavlna	1,4	40	8024	Hnědobéžová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem)	Nikl	517.66	1020.66
010	010-05-01/0045	8595700103271	MARIE	Kabelka	0045	A	ks	1	 -	9005	Černá		 	 -	 -	Šitý popruh černo-šedý proužek, Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, prošití černá	nikl	517.66	1020.66
010	010-05-01/0046	8595700103288	MARIE	Kabelka	0046	A	ks	1	 -	9010	Čistě bílá		 	 -	 -	Splétaný popruh 2ks	Bavlna	1,4	20	9005	Černá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	nikl	517.66	1020.66
010	010-05-01/0047	8595700103295	MARIE	Kabelka	0047	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, prošití černá. tisk Design-Ali (bílá) na příč/střed	nikl	617.66	1120.66
010	010-05-01/0048	8595700103301	MARIE	Kabelka	0048	A	ks	1	 -	7035	Světle šedá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	5009	Azurová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, přední šev	NIkl	517.66	1020.66
010	010-05-01/0049	8595700103318	MARIE	Kabelka	0049	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	8024	Hnědobéžová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování	Nikl/ popruh melír	517.66	1020.66
010	010-05-01/0050	8595700103325	MARIE	Kabelka	0050	A	ks	1	 -	8028	Zemní hnědá		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	25	9005	Černá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	nikl	517.66	1020.66
010	010-05-01/0051	8595700103332	MARIE	Kabelka	0051	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Splétaný popruh 2ks	Bavlna	0,9	25	8017	Čokoládová hnědá		Šité - čtverečky	Hohrní přehyb (lem), bez vnitřního vypracování	nikl	517.66	1020.66
010	010-05-01/0052	8595700103349	MARIE	Kabelka	0052	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, prošití černá. Nášivka hnědá Ali na středu	nikl	517.66	1020.66
010	010-05-01/0053	8595700103356	MARIE	Kabelka	0053	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 2ks na karabinách 4ks	Bavlna	0,9	20	9005	Černá		Šité - čtverečky, polokroužek, karabiny	Hohrní přehyb (lem), bez vnitřního vypracování, Nášivka hnědá ALI , dole střed	Nikl	517.66	1120.66
010	010-05-01/0054	8595700103363	MARIE	Kabelka	0054	A	ks	1	 -	7035	Světle šedá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	7036	Platinová šedá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, přední šev, Nášivka hnědá ALI , dole střed	NIkl	517.66	1020.66
010	010-05-01/0055	8595700112884	MARIE	Kabelka	0055	A	ks	1	 -	8001	Okrová hnědá		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, popruh s nápisem Design-Ali	NIkl	617.66	1120.66
010	010-05-01/0056	8595700112891	MARIE	Kabelka	0056	A	ks	1	 -	8024	Hnědobéžová		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	8024	Hnědobéžová MELÍR		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, POPRUH HNĚDÝ MELÍR	NIkl	517.66	1020.66
010	010-05-01/0057	8595700112907	MARIE	Kabelka	0057	A	ks	1	 -	6008	HNĚDOZELENÁ POTISK LÍSTKY		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9001	Krémová		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), smetanový potisk lístků ,bez vnitřního vypracování	Nikl	850.00	1396.69
010	010-05-01/0058	8595700112914	MARIE	Kabelka	0058	A	ks	1	 -	8001	GOBI POTISK LÍSTKY		 	 -	 -	Popruh 1ks	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), potisk černé lístky drobné bez vnitřního vypracování	Nikl	850.00	1396.69
010	010-05-01/0059	8595700112921	MARIE	Kabelka	0059	A	ks	1	 -	9005	Černá		 	 -	 -	Popruh 1ks, TKANÉ V	Bavlna	1,4	40	9005	Černá		Šité - čtverečky + provlékací očko a posunovač	Hohrní přehyb (lem), bez vnitřního vypracování, prošití černá	Nikl		
010	010-05-01/0060	8595700112990	MARIE	Kabelka	0060	A	ks	1	 -	9010	BÍLÁ POTISK RŮŽE		 	Potisk černá růže	 -	Popruh 1ks	Bavlna	1,4	20	9005	Černá		Šité - čtverečky	Hohrní přehyb (lem), potisk černá růže, bez vnitřního vypracování	nikl		
